personas,act_response,context
[User 1 persona]: ['i like basketball.' 'my name is gerald.'],I'd prefer to work hard and make my own money. ,"User1: sadly i am not . i just want to make easy money
User2: it does not sound like easy money to me .
User1: You think working hard and getting money."
"[User 1 persona]: [""i'm a gentle giant."" 'my family comes first to me.']","I put my family first,so i rarely have expendable income either.","User1: nothing much . . . my life is boring
User2: i'm sorry to hear that . but you can always change that .
User1: Yeah, but my income is limited to social security. So, I dont have much expendable income."
"[User 1 persona]: ['i like to watch japanese cartoons anime in my free time.'
 'i m tired of having to read subtitles.']",I read too many subtitles. I'm a Coca Cola person myself.,"User1: It tastes good.  Do you know where was Budweiser founded?
User2: It was introduced in 1876 in Missouri
User1: Wow, you know your stuff! I am a huge Bud fan, though I enjoy a good Pepsi sometimes"
[User 1 persona]: ['i have 3 cats.' 'i love dancing.'],I have never in my life heard of that breed before.  I'll look it up.  That is really cool I have 3 crazy untrained minpin,"User1: we should hangout sometime , i can bring the dogs they're friendly
User2: sure . do you have any siblings ?
User1: One brother, he's a pug! I've been working odd hours trying to pick up commercials and work at the community theater as well"
"[User 1 persona]: ['my favorite sport is basketball.'
 'my favorite basketball team is the vancouver grizzlies.']","Not necessarily. I like basketball a lot! The Grizzlies are the best, but Toronto has 2 pretty decent teams.","User1: Wow, I didn't know Canada had a basketball league. Were there other teams?
User2: They are based in Vancouver British Columbia
User1: yes theres plenty and its very competitive , are you romantic?"
[User 1 persona]: ['i work in an animal shelter.' 'my mother works at a bank.'],It sounds like it may have been a box turtle.  They are good as pets! Have you ever had a turtle?,"User1: A turtle that came to my friend's yard 2 days ago is now missing.
User2: Oh, cool!  What kind of turtle was it?
User1: It was a little box turtle.  So adorable.  I hope it's ok."
[User 1 persona]: ['i like sleeping.' 'i have brown hair.'],"Same here, I need a vacation desperately. ' 'I would love to go Egypt. ","User1: me too ! i work very hard and too much
User2: where do you work at ? i work at mcdonalds . it is always busy .
User1: I just have an office job. I work hard though. I think I need a vacation. "
[User 1 persona]: ['i like to run.' 'i love cheese cake.'],That's not bad just your preference.  I like TV as well. I really liked that old BBC show Creatures Great and Small.,"User1: i do not have any kids so i do not watch cartoons very often .
User2: do you own a car ?
User1: I don't. I spend most of my time sitting on my computer"
[User 1 persona]: ['i grew up on a farm.' 'i like going to rock concerts.'],wow congrats! What kind of videos do you make?,"User1: Right, how experienced are you with it? Do you have any gigs where you serve as an influencer?
User2: It is placed on influential people
User1: I reached 50k subscribers on my channel recently woo!"
"[User 1 persona]: [""i don't like my job."" 'i am an athlete.']","Yeah I work in sales, but I really don't like it. Think I might like to be a personal trainer","User1: well that sounds awesome ! ! ! i am a horse trainer
User2: need a horse , i really want to explore the world
User1: What else do you do with your free time? I am a novice writer."
[User 1 persona]: ['i hate skiing.' 'i have glasses.'],no way theres way too many people in the indoor pool,"User1: We were supposed to go to the beach, but it's raining all weekend.
User2: time for Plan b
User1: Yep, guess we’ll just have to go to the indoor pool!"
"[User 1 persona]: ['i live in new york and i love the local shops around here.'
 'i like playing ultimate in the park with my guys sometimes.']",Fishing is fun too.  How often do you go fishing?,"User1: Ultimate frisbee? Is that different from ""regular"" frisbee. No, I don\'t think I\'ve played it before. Why don\'t you tell me more about it?
User2: Yes, ultimate frisbee is quite different then regular frisbee. Although it is still played by using a disc, which you can actually use different types of discs that can be more difficult to handle.
User1: That's so interesting. I have seen the Ultimate Frisbee course at the nearby park, where I go to fish. "
"[User 1 persona]: ['i eat out more than three times a week.'
 'i look down on people who did not.']",I bet single parenting is exhausting.,"User1: i'm a nurse i work in the er
User2: sound rough , but somebody has to do it . not me !
User1: Very rough,being a divorced single mom makes it hard."
[User 1 persona]: ['my hobby is sewing.' 'i am a cashier at a grocery store.'],Are you gonna see each other again soon?,"User1: I ran into a friend that I had not seen in years. We had a lot of catching up to do
User2: Cool. Are they still the same?
User1: yes.' 'may be i will go there' 'to mexico' 'my friend home' '3 days"
[User 1 persona]: ['i love helping people.' 'i live in a rural area.'],"I'm a 2nd grade teacher, and volunteer at memory care facilities as an art teacher.","User1: Yes, they originated from Jews in Poland, im a jew from Poland so they are common for me :D
User2: I think it goes back to the Ashkenazi Jewish communities in the 17th century.
User1: I'm a nurse.  What do you do?"
[User 1 persona]: ['i am a student.' 'i like cookies.'],I eat a lot of cookies. ' 'i love to swim too . i can go really fast !,"User1: I just got promoted to be a supervisor at my job. I'm so happy that my employer promoted me!
User2: That is great. It is always good to have some recognition for the good job done.
User1: Yep. I had a big celebration dinner. Of course, I eat large meals a lot haha"
"[User 1 persona]: [""i've brown eyes."" 'my mother was a weightlifter.']",I love steak and chicken! What about you?,"User1: oh . do you eat vegetables and meat ? are you an omnivore ? i am .
User2: sure just trying to get this money
User1: whats your favorite type of meat?"
[User 1 persona]: ['i go surfing any chance i get.' 'my favorite band is the muggers.'],Ahyou're married.    Pro's and con's?,"User1: no , i don't currently have a job
User2: are you married ? i'm single bc i could never just love one person .
User1: I'm married and truly believe in being monogamous."
[User 1 persona]: ['my hair is colored purple.' 'i live on a boat.'],How much weight have you lost?,"User1: I recently lost some weight and now when I dress up I feel more confident.
User2: That's awesome! You must be feeling more alive and well
User1: i was able to dress up very nicely for my daughters graduation"
"[User 1 persona]: ['my favorite music is rock and roll.' ""i'm from russia.""]",Sounds like you should do fine. Where are you from?,"User1: I had been studying so hard for a test and was very confident going in.
User2: How did it go?
User1: I don't know, yet. I know a lot, about a lot of things, so I probably did good on it."
[User 1 persona]: ['i m italian american.' 'i paint with watercolors.'],whos your top tennis player of all time?' 'isnt she italian american?,"User1: i am in oklahoma city , oklahoma .
User2: well , you'll have to come a ling way to paint .
User1: Yeah but tennis is fun to me, too. ' 'Serena WIlliams. "
"[User 1 persona]: ['i like jogging in my spare time.'
 ""i'm a waitress at a popular houston club.""]",well you would think i would have heard of her since i live in Houston!,"User1: my favorite actress is rita hayworth .
User2: i don't know who that is . what has she been in ?
User1: She was in a lot of older movies, like trouble in texas."
[User 1 persona]: ['i only take the bus.' 'i babysit for the woman who lives next door.'],That's terrible. Do you have anyone to help you at home? ,"User1: I was at the store last week and slipped on some water on the floor I didn't see. I broke my leg! I was mortified! 
User2: Oh, no! That's awful! Are you still in pain?
User1: Unfortunately.  I'm not able to work at this point."
[User 1 persona]: ['i am italian american.' 'i paint with watercolors.'],"Im more of a nature type, although it changes some time.","User1: I bet! What types of watercolor paintings do you do? Nature? Abstract?
User2: Im more of a nature type, although it changes some time. 
User1: What do you like to do outside? Kayaking, hiking. etc.?"
"[User 1 persona]: ['i want to grow up to be a superhero one day.'
 'my favorite hero is superman.']",Who's your favorite super hero?,"User1: i bet you have learned a lot of languages . i'm learning english
User2: do you like comic books ? i do !
User1: I do like them"
"[User 1 persona]: ['i like to make boats on the weekends.' ""i'm a closet cannibal.""]",I live on south padre island. I like to make boats in my free time ,"User1: i have traveled all over the world .
User2: the island where i live gets a lot of tourist . some of them alone
User1: What island do you live on?"
"[User 1 persona]: ['i love dancing.' ""i've a farm with pigs , horses and hens.""]",Why did your friend give it to you out of the blue?,"User1: After he gave me the car I couldn't believe it"" 'What car did you get?
User2: I got a Toyata. It;s not new but it's still in great shape !"
"[User 1 persona]: [""i'm an athlete."" 'i want to be an explorer.']","Wow that's awesome. I have a Dodge Ram, it's a van from 1993. Fixed it up and it works really nice.","User1: I always have a nice time driving my old truck.' 'What truck is it?
User2: It's a brand new dodge, I bought it after my fourth divorce, but before I got married again."
[User 1 persona]: ['i work at home on my computer.' 'i have long red hair.'],"Cool, I am surprised it is not more popular. It is really exciting to watch. what sport do you enjoy most?","User1: It is? oh wow I didn't even think that was possible haha, never thought of it as much of a sport
User2: Yeah, you should watch it on YouTube. I think they only play doubles in the Olympics, although badminton can be played as singles as well.
User1: It was always just a game my family played in the backyard at the farm."
[User 1 persona]: ['i enjoy hiking.' 'i got a job as an accountant 3 months ago.'],"The early seasons were the best! She was so good on it, and is such a real person.","User1: i like her song before he cheats it is great
User2: She was the winner of the fourth season of ""American Idol"", in 2005, I think that is how she started her career. 
User1: I watched that season!"
[User 1 persona]: ['i live with my boyfriend of 5 years.' 'i was born in london.'],I do not have any grandchildren. I have a boyfriend that I have lived with for about five years.,"User1: That is true, I love to read when I have spare time!
User2: It's crazy because it requires lots of practice and refinement.
User1: do you have any grandchildren?"
"[User 1 persona]: ['i love tacos but hate spaghetti.'
 'i m headed to university of michigan in the fall.']","I wish I was good at art, I'm terrible at graphic design!","User1: cool . i want to go back to school .
User2: why do not you ? when i graduate i'll be a doctor
User1: I am a graphic designer now as my job. "
[User 1 persona]: ['i have two children.' 'i sell clothing on facebook.'],"I have two kids so the only sports im into are the ones they play,soccer and hockey.","User1: i do not have kids . many of my friends do .
User2: are their houses clean ? mine always seems dirty , i dislike cleaning it .
User1: my favorite sport is football and im literally mad about it , do you have any favorite sports?"
[User 1 persona]: ['i have a career in party planning.' 'i enjoy deep sea diving.'],What type of music do you like?,"User1: I've never heard of her before, honestly.
User2: Kesha Rose Sebert has made a lot of songs over the past few years
User1: Has she?  I have never heard of her.' 'Mostly Country, oldies too."
"[User 1 persona]: ['my house is located in the countryside.'
 'my favorite food to harvest is carrots.']","I would be too, it sounds exciting!","User1: I am feeling very at peace today. ' 'Why do you feel at peace?
User2: I'm looking forward to my new classes this semester"
[User 1 persona]: ['i hope to one day be happy with myself.' 'i love her though.'],Like actually changing your body?,"User1: what kind of surgery are you getting ?' 'plastic so i can look better
User2: What exactly do you want to change?"
"[User 1 persona]: ['i work in an office.' ""i've two tattoos.""]",That is awesome! The Mustang has gone through several transformations to its current sixth generation.,"User1: oh nice , my hands are too i just finished restoring a mustang today
User2: congratulations ! that is not easy work at all . my office job is a bore compared to that
User1: It's something my dad taught me.  We have worked on several cars together growing up."
[User 1 persona]: ['my father is a preacher.' 'my husband is a soldier in the us army.'],"Chocolate lover, hu/ What's your favorite?","User1: haha yeah same here lol
User2: thanks for chatting with me you seem very interesting . .
User1: You too. Do you like sweets? I'm a fan of chocolate myself."
"[User 1 persona]: ['i like to watch make up tutorials in youtube.'
 'recently i started a youtube channel where i share make up tutorials too.']",I'd have more time to create my youtube make-up videos if I could quit watching panda videos. They're so cute!,"User1: They eat fish?? I had no idea. I thought they only eat bamboo! No not in real life. I'll have to go to china to see one.
User2: I find it so said that due to deforestation, the giant pandas can't live where they used to!
User1: For the panda being my favourite animal I guess I really don't know as much as I thought."
[User 1 persona]: ['i have eight grandchildren.' 'i stay active.'],was it so bad? didn't they have to change  the carpet anyway?,"User1: I went to a party at a friends house and I spilled a drink on the floor.
User2: Hey it happens to the best of us. Were you able to clean it up well?
User1: I cleaned it up with my shirt because I had an extra shirt in my car."
"[User 1 persona]: ['i love to go running.' ""i don't like vegetables.""]",How exciting you should go out and celebrate!,"User1: I interviewed at my job for a promotion. I knew I was the top candidate.
User2: Nice! Did you manage to snag the promotion?
User1: yes! I am very excited about it!' 'Yes! Any ideas how?"
[User 1 persona]: ['i enjoy home cooked meals.' 'my favorite color is blue.'],"It was a nice place. i jokingly refer to it like a dump, but finally no control from my parents","User1: You remember the first time you moved out of your parents?
User2: I sure do. I moved into a dump lol.
User1: How was it a dump?"
[User 1 persona]: ['i have a boxer dog.' 'i like to listen to music.'],"Aww, there's someone out there for you too! Don't feel bad, some people just meet their person sooner.","User1: My younger sister is getting married before I am, I can't believe it.
User2: Do you feel negative about it, or positive? It's hard to tell from your sentence. Maybe you feel both ways. If I were in your shoes, I could see how you would start to feel some more pressure in that situation. I was always the youngest child, so I never had pressure on me to accomplish anything by a certain time. If you're not happy about it, hopefully you can turn it into a positive so that your sister doesn't get any undue negativity.
User1: I'm just having a hard time believing it. I feel like the outcast since I wear all black and listen to rock music."
"[User 1 persona]: ['i need to take my blood sugar everyday.'
 'i hate to workout , but i need to.']","yes, I'm a guitar player"" 'How do you feel towards the saxophone?","User1: that's enjoyable . i'm a red cross volunteer when i've time on the weekend .
User2: that is nice , i do like the drums also
User1: Do you happen to play any other instruments?"
"[User 1 persona]: ['my parents are distant.'
 'i see a therapist that doesn t really understand me.']",Sometimes medication can work but you have to be careful because some side effects of drugs can affect physical diseases.,"User1: I feel like they all just give the same answers to get money.
User2: I am so sorry you are feeling that way, have you tried any prescribed medications yet?
User1: No, I do not like to take any medications."
[User 1 persona]: ['my favorite color is blue.' 'i paint with watercolors.'],That sounds amazing. The appalachian mountains are a place that i would like to go and paint.,"User1: Hi, my wife took me paragliding yesterday!
User2: Wow, where did you do that?
User1: I drove my ford truck all the way to the Appalachian mountains "
[User 1 persona]: ['i want to be alone sometimes.' 'i don t trust anyone.'],I have! It is a dystopian novel published in 1949 by English author George Orwell,"User1: I agree, to a certain extent.  The first 4-5 days I was enjoying it, but then I became lonely and felt housebound.  Went out on silly errands just to be around people.
User2: That reminds me of Bobby Fischer having to go out for walks after spending days in his room studying chess
User1: I just read Catcher In the Rye.  Ever heard of it?"
"[User 1 persona]: [""i'm trying to play in a local band."" 'i am a vegan.']","Well, there are a lot of tasty steak alternatives, like tempeh and grain-based veggie meats","User1: I am interested in the lifestyle.  I have alot of health problems and have cut out red meat but haven't gone any farther yet.  do you recommend it?
User2: I would recommend vegetarianism. For me it is more about how animals are treated. I do not like how our food is processed. So i went vegan. i do love steak though.
User1: How are you able to resist steak if you love it so much?"
"[User 1 persona]: ['i like to read books about chinese history.'
 'my favourite colour is green.']",I like Stephen King and classics.' 'He definitely has an imagination.,"User1: yea me to . i literally sit on facebook all day . or play computer games
User2: that sounds like fun . do you like to read
User1: I like to listen to audio books when I'm not working. What's your favorite book or author?"
[User 1 persona]: ['favorite band is red hot chilli peppers.' 'i love non gmo foods.'],I guess I missed out on all that haha' 'Maybe you should hide them,"User1: i've an older sister and a younger sister , we listen to all kinds of music
User2: i've no siblings and i live in apartment
User1: Being the middle child has its advantages and disadvantages"
"[User 1 persona]: ['i am a talented singer and have won several competitions.'
 'i am an aspiring writer.']",that would be good to do . you should try to look it up on youtube,"User1: I love to sing as well, but sadly no else loves or even wants to hear me sing.
User2: It can be done with our without music and instruments. Have you tried Youtube?
User1: No way! I wouldn't record myself"
[User 1 persona]: ['grandma makes jewelry.' 'paps likes to go mushroom hunting.'],I hope it goes better this time. Math is definitely not my favorite subject. I would rather be mushroom hunting with my paps.,"User1: It was pretty shocking for me to learn that I have failed my Calculus exam when I had studied so hard for it
User2: Ahhh.  Math.  I have certainly been there before.  I am so sorry!  Is there any way to retake it?
User1: I have to go in early and take it again, but I only get one chance. I got lucky she said I could retake it."
[User 1 persona]: ['i use to own 6 cats.' 'i got married to my highschool friend.'],I actually took a couple courses of music history in college.,"User1: It was! Some of my favorite songs was Come Together and Hey Jude! 
User2: They are great songs. Hey Jude was originally called Hey Jules. McCartney wrote it for John Lennon's son Julian during Julian's parents' divorce.
User1: Wow.  I didn't know that.  Do you know a lot about music history?"
[User 1 persona]: ['my favorite music is country.' 'i used to work as an actress.'],Celebrating a loved ones birthday is so important!,"User1: I am hoping my brother is going to make my birthday. He can get busy though with work
User2: I hops so too! Work does come first or the bills can't be paid! :)
User1: agreed"
[User 1 persona]: ['my eyes are brown.' 'i study philosophy at umass.'],"At 10 you shouldn't have to donate to charity, I'm already in university (UMass) studying Philosophy, and money is tight for me too.","User1: Someone asked me for some money to donate to their charity and I told them no. I feel so terrible but I have such a low income that I have to think about my family.
User2: I totally understand that. Sometimes the most important charity is your own.
User1: It's also hard with my allowance. I'm only ten years old"
[User 1 persona]: ['i am currently looking for a job.' 'my dad works for ups.'],"I haven't been driving for long enough to tell, but I'm sure you're right. Is your mom hurt though?","User1: I wasn't happy today when someone ran in to the back of my moms car.
User2: That makes a lot of sense. I wouldn't be happy either! I hope that they have good insurance
User1: I'm not sure if she does, but gosh do I wish people were better drivers. People seemed to be a lot more apt at driving in the UK than here."
"[User 1 persona]: [""i'm an actress and i work at a grocery store.""
 'i like to dress up for other people.']","Well you can always get more flowers, so it'll be okay! Try making it up by bringing her food!","User1: I had planned to get my wife flowers for her birthday but I completly forgot. I feel very upset about having forgotten and think she'll hate me.
User2: Is there still time to get one? You can if you hurry!
User1: Her birthday was yesterday and I was too busy with work. She was upset that I forgot her birthday."
"[User 1 persona]: ['i like watching action adventure movies and eating popcorn.'
 'my mother raised me since my father left when i was five years old.']",football is nice . i am more of a reader than a sports person,"User1: i love sports than reading , are you into sports ?
User2: not too much , what sports ?
User1: Football mainly.' 'Me too actually. "
"[User 1 persona]: ['my mother has 500 pairs of shoes.' ""i'm allergic to shellfish and cats.""]",Wouldn't that be great. Think of all the changes we could make.,"User1: My sister and her husband are both hoarders of things.  they love to buy in bulk and just continue to keep everything they buy therefore their house is full of stuff
User2: That kind of behavior has been associated with health risks , economic burdens, and adverse affects on loved ones. It's unfortunate.
User1: Maybe one day I will move to London. ' 'Yep. And the soccor!"
"[User 1 persona]: [""i've a harsh inner critic."" 'i wish i could take back a mistake.']",You can learn eventually. How come you stopped?,"User1: yes i have
User2: Its more conscious and emotional feelings. When you are identify that in you
User1: I just wish I could have gone farther in archery, you know?"
[User 1 persona]: ['i am a lawyer.' 'i love to run.'],Really? How big is it?,"User1: i've never been there but would love to go too
User2: i know what other places would you like to visit ?
User1: I have heard they have a big swimming pool there."
"[User 1 persona]: ['i live a nomadic lifestyle and travel frequently.'
 'i work remotely as a programmer.']",That is sweet!' 'It is! Do you have children?,"User1: my wife is amazing, shes the only one i want
User2: Sounds like you lucked out, make sure she knows how special she is :)
User1: I always try my best."
[User 1 persona]: ['i was diagnosed with autism.' 'people in school said i was quiet.'],what kind of meds? something like xanax?,"User1: I have a toothache today but no time to get to the dentist. 
User2: I am sorry to hear that.  Do you have any meds that could help relieve the pain?
User1: I have picked up a few, I'm just hoping they start working soon."
"[User 1 persona]: ['i work a dead end 9 to 5 job as a snakeskin oil salesman.'
 'my favorite store to shop at is costco.']",It's been about 5 years now. I've learned so much since I first started.,"User1: yes , i can make you a meal with my fresh vegetables !
User2: i love to cook . . . i lately discovered costco to shop at . . . love it
User1: How long have you been cooking?"
[User 1 persona]: ['i read a lot of used books.' 'i work in a flower shop.'],"Yes, beetroot has many benefits, I juice mine with apples and carrots daily and love it!","User1: Oh really? what kind of effects does it have? I am all for benefits!
User2: It is especially good for people with high blood pressure
User1: That's great, I should mention that when selling mine at the market"
"[User 1 persona]: ['playing quake on slackware linux makes me happy.'
 ""i've three dogs and two cats.""]",i love kids movies . i like finding nemo !,"User1: not much , i blog about my aquarium . do you do anything fun ?
User2: i just play on the computer . do you have interesting fish ?
User1: I have a few blue tang, which is fun. My niece loves Finding Nemo"
"[User 1 persona]: ['i am deathly terrified of heights.'
 'winters my favorite time of the year.']",I think that was a typo.  What did you study in college?,"User1: I'm going back to college which is really bittersweet."" '5
User2: I'm sorry? "
"[User 1 persona]: ['i hope to keep improving and go big with this sport.'
 'i noticed i m very talented for this sport.']",same' 'No problem I hope everything works out' 'good,"User1: i was mad the other day when i saw someone had put a huge dent in my car door!
User2: That sounds terrible
User1: yes i will support' 'yes thanks' 'ok thanks i will support"
"[User 1 persona]: ['my idea of flirting is to stare from a distance.'
 'my favorite singer is jacob sartorius.']",You could learn to cook chinese food. New experiences are always good.,"User1: I'm feeling a little down since my wife will be gone for the weekend.
User2: That's unfortunate. What are you going to do to keep yourself busy all weekend?
User1: I'm not sure maybe order some chinese food and find a good book."
"[User 1 persona]: [""i'm currently trying to open my own grocery store."" ""i'm colorblind.""]",That's so sad! I'm sorry it happened. What do you do for work?,"User1: I hate the ocean. I am very scared.
User2: That's..intriguing. Is there any particular reason why you're scared of the ocean?
User1: i have had a traumatic experience where i fell off of a fishing boat once"
[User 1 persona]: ['i always sleep 8 hours a day.' 'i go running a lot.'],It is with the Disney Corporation.,"User1: well , i know how to count the cards , and i'm a dealer on the blackjack table
User2: cool ! i'm thinking about investing into a company
User1: what company?' 'that sounds like a wise investment"
[User 1 persona]: ['my favorite color is blue.' 'my passion is photography.'],"My number on passion is photography.  But, I try to just have a lot of fun regardless of what I do.","User1: aw , thank you so much , you are really nice
User2: thank you people tell me i'm great
User1: Haha, I'm sure they do. So, what do you like to do for fun?"
[User 1 persona]: ['i build my own computers.' 'i collect bugs in jars.'],"Aww, how cute. I want to meet your little fluffers. I bet she is a great companion and is good at aiding you.","User1: I know right. Some people I guess. I have a couple dogs but they're at my parents place.
User2: They are so loyal and playful and loveable, some of the best companions in the world.
User1: Yeah. When I play fortnite when I come back from the elementary school, little Tux comes and sits on my lap, it's adorable!"
[User 1 persona]: ['i need a corvette to complete my life.' 'i m always hungry.'],that's great i'm glad to hear it,"User1: I just took the bar exam this week.
User2: That is great how do you think you did?
User1: I think I did really well, i knew all of the right stuff to pass."
"[User 1 persona]: ['i own a iphone 7.' ""i'm allergic to seafood.""]","I am not good at poker, but I do like to play for fun.","User1: i could eat pasta everyday , and i love chicken too
User2: cool ! what do you do for a living again ?
User1: I am a professional poker player,  I like to read to my cats in my freetime "
[User 1 persona]: ['i do not know how to swim.' 'my favorite food is steak.'],I'm a prime rib kind of guy myself. I like my steak medium though. I had it rare once and it made me sick,"User1: I am not a butcher by any stretch, so always cut.  What about you?
User2: I usually buy them whole if I am having a big party, because it saves a lot of money, but I will eat them any way I can get them.  Do you have any other favorite cuts?
User1: I prefer sirloin. What about yourself? I also am prone to demanding my meat rare. I want to hear it moo. "
[User 1 persona]: ['i live in a small city.' 'i like to cook.'],Have you ever had the seeds from the cacao tree? Before they are processed they are pretty bitter and are fermented before being processed into chocolate.,"User1: Chocolate makes people happy, don't you agree?
User2: I think Chocolate is a key to happiness! It's so sweet, those roasted cacao seeds are a blessing for us.
User1: We have a chocolate factory in the town where i leave. I think it feeds my love of chocolate."
"[User 1 persona]: [""i've been in 3 triathlons.""
 'i run more then 2 miles a day even though i hate it.']",Do you get to see your mom often?,"User1: I saw an old photo of my mom this morning. It made me miss the old times
User2: That's always fun to look at pictures.
User1: I know! The memories can be really sweet!"
"[User 1 persona]: ['at night , i party hard in the atlanta club scene , and i never miss a music festival.'
 'i work as a dental assistant in a ritzy part of town.']","Oh, man, that's tough. I guess today my answer would be Dear Mama.","User1: That's amazing! I don't think I have heard his music
User2: His music most revolves around racial, social, and inner city issies.
User1: What is your favorite song of his?"
[User 1 persona]: ['i am a yoga instructor.' 'i enjoy being alone.'],"I like IPA, they are usually better in bottles though,","User1: Really? What are the first and second?' ""It's only behind Water and Tea
User2: What's your favorite kind of beer?"
"[User 1 persona]: ['i love hanging out with my friends.'
 'i once met a man i still believe was a vampire.']",same' 'I actually have! I am a big advocate against animal cruelty.,"User1: I do not like the taste, texture or thought of eating meat.
User2: So it has nothing to do with whether or not eating meat is ethical? There is a lot of debate around the ethics of eating meat. 
User1: Well, I stopped eating it at first because of the taste, but the ethics makes me even happier with my decision."
[User 1 persona]: ['my sister is a published author.' 'i vacation in florida every winter.'],It was very tiring at first but I got the hang of it and it's really relaxing.,"User1: i've to travel to ritzy parts of town , where i work in a dental office .
User2: really ? cool , i use to ki in college
User1: what was that like?' 'good to hear, what do you do in it?"
[User 1 persona]: ['i have a wife and two kids.' 'i want to be in a band someday.'],You should - there are loads of recipes online and it tastes so much better than store bought,"User1: That sounds amazing!!!! How do you make those?
User2: There are many versions, but the traditional recipe has butter, brown and white sugar, chocolate chips and vanilla. Good stuff. 
User1: It is making me want some just thinking about it!"
[User 1 persona]: ['i feel overweight.' 'i want to feel pretty.'],"I feel the same, I have high standards for my food and what I pay for, but fast food is so convenient.","User1: Yes it has. I personally blame the fast food industry - tons of cheap food laden with fat and sugar!
User2: yea and its a major health issue as it has resulted in diseases such as coronary heart diseas that leads to mortality
User1: That's why I never eat fast food. A sandwich is easier to find and easier to know what is in it."
[User 1 persona]: ['i have trouble getting along with family.' 'i allergic to peanuts.'],"""cooking healthy meals taking long time.""' '""agreed.""","User1: i hate vegetables ! i do like being healthy as i often visit various national park
User2: they think i've issues when i do not and have a hard time telling them that
User1: Really, is that so? Interesting."
[User 1 persona]: ['i love to sew.' 'my mother was a nurse.'],That actually sounds really good. I like mine hot so I season it heavily with spices. I might try soaking it though,"User1: I like fried chicken too! What do you like about it?
User2: That'd because what makes it different from others other fried forms of chicken is that generally the chicken is cut at the joints, and the bones and skin are left intact.
User1: I find that soaking it in buttermilk before breading and frying are best"
"[User 1 persona]: ['i prefer vinyl records to any other music recording format.'
 'i m never still.']",I haven't bought any myself but my dad has a ton of polyvinyl chloride phonograph records.,"User1: Oh really I thought they were made of vinyl??
User2: Kind of, they started being made with polyvinyl chloride in the 1950's.
User1: Interesting.. do you collect old records?"
"[User 1 persona]: ['i can tell right away if i m going to like someone.'
 'coffee is important to me.']",Wow...how is the mortician life,"User1: that is not good , i love the movie dirty harry
User2: and i do not like being obligated to spend time with friends
User1: I am a mortician so I don't have many friends."
"[User 1 persona]: [""i'm a youtube."" ""i've a cat named leela.""]",It is so fun. I love being able to show my kids different parts of the country.,"User1: just fine , do you have any interests ?
User2: i love to go camping in my camper with my pink car
User1: i love camping!' 'where have you gone so far?"
"[User 1 persona]: ['i take everything literally.'
 'i started a new job this year , which is helping me learn more about socialization.']","No I have not owned one, I have several other pets to deal with.","User1: Have you ever owned one? Is there any risks to owning one that you know of?
User2: I\'ve never owned one. There are a few risks, as some of them are not exactly ""pet-friendly,"" since they have antipredator adaptations, things like venom, and reflex bleeding, along with other non-painful tactics like camouflage and being able to sacrifice their own tails and regrow them to escape!
User1: That sounds cool! How long have you had a lizard?"
"[User 1 persona]: [""i've a lot of friends."" 'i live in a house.']",Sometimes its just a battle of the wills.  I've gotten to the point where sometimes she just has to cry until she falls asleep.,"User1: Gosh it is already 11:30pm and my kids are still awake!
User2: That's the worst!. Mine was up extra late tonight too.
User1: How do you get yours worn down enough to finally fall asleep?! I'm starting to get used to sleeplessness."
[User 1 persona]: ['i teach at a large school.' 'my class has 26 kids.'],You should be very happy for him! That's great. Do you have a house?,"User1: I'm jealous of my friend's new house. For his age, it's really nice!
User2: how old is he or she?
User1: 28"
"[User 1 persona]: ['i work in the office , 9 till 5.'
 'this summer i went on vacation to italy.']","I'm from Florida. How about you, where are you from?","User1: Today has been uneventful but, I got a lot of errands done.
User2: That is always good! Errands can be a pain!
User1: Hey, nice to meet you, where are you from?"
"[User 1 persona]: ['i like doing art projects.'
 'i enjoy spending time with family and friends.']",It's almost as therapeutic as doing art to me.,"User1: i agree . i definitely feel better about myself since i met my husband .
User2: i love spending time with my friends and family as well .
User1: Yes, me too, I love playing with my kids"
"[User 1 persona]: ['my father use to drive a taxi cab in the 1970 s.'
 'i was once on the local news , and not for anything illegal.']",Oh no! I'm sure it was just due to meeting new people. What is your favorite activity to do with him?,"User1: I dropped my son off at daycare for the first time this week.
User2: Nice. What was his first day?
User1: It was on Monday. He seemed scared, so I felt a little bit guilty."
"[User 1 persona]: [""i'm single and go on dates regularly."" 'i enjoy playing tennis.']","The matches are very long. But, you can still practice with friends and get the same feeling.","User1: I like tennis too. What exactly is a grand slam in tennis though?
User2: They are the major tennis game with the highest reward but highly competitive. Australian Open in mid January, the French Open in May and June 
User1: Oh right, I see ... I love tennis but I could never seem to find the time to play"
"[User 1 persona]: [""i've one blue eye and one hazel eye."" 'i am a cat owner.']","I am not, but I've heard well-planned vegan diets can reduce the risk of some types of chronic disease, like heart disease.","User1: Is a vegan diet more healthy than a diet that consists of animal byproducts?
User2: Sometimes... It depends how careful the person is balancing their diet. A well planned vegan diet reduces the risk of some chronic diseases, like heart disease. 
User1: are you a vegan?"
"[User 1 persona]: ['i have two kids , ages 2 and 6.'
 'i am from sterling heights , michigan.']","good way to keep warm in Michigan, too. Ultimate Disc League is our favorite.","User1: do you watch sports ? i love watching hockey
User2: i watch ultimate disc league , soccer , hockey and golf with my son .
User1: Yes, I do love sports its a good way to get exercise!"
